Intersection,Agglomération,Catégorie de route,Aménagement - Infrastructure,Voie,V1,Régime de circulation,Nombre total de voies de circulation,PR,PR1,Voie spéciale,Profil en long,Tracé en plan,Latitude,Longitude,Numac,Code Insee,Geofla Match,Coordonnées
Hors intersection,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,88337,59350,O,50.6317183168
Hors intersection,7,Route Départementale,0,0,,2,2,,,0,1,Partie rectiligne,,,88350,59009,O,50.6324372393
Hors intersection,1,Route Départementale,0,6,,1,2,,,0,1,Partie rectiligne,,,88400,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,,2,2,,,Bande cyclable,1,Partie rectiligne,,,88403,59512,O,50.6879774811
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,88423,59512,O,50.6879774811
Intersection en T,4,Route Départementale,0,0,,2,2,,,0,1,0,,,88426,59598,O,50.6609540641
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,88468,59512,O,50.6879774811
Hors intersection,7,Voie Communale,Carrefour aménagé,0,,2,3,,,Piste cyclable,1,Partie rectiligne,,,88488,59512,O,50.6879774811
Intersection en T,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,88493,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,2,Partie rectiligne,,,88502,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87194,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,0,,,87198,59350,O,50.6317183168
Intersection en T,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87202,59163,O,50.6740689994
Intersection en T,5,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87261,59646,O,50.6750984751
Intersection en X,6,Voie Communale,Carrefour aménagé,0,,3,2,,,0,1,Partie rectiligne,,,87275,59650,O,50.7056367285
Hors intersection,6,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87301,59650,O,50.7056367285
Hors intersection,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87312,59512,O,50.6879774811
Hors intersection,7,Voie Communale,Carrefour aménagé,0,,3,4,,,0,1,Partie rectiligne,,,87320,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,,3,4,,,Voie réservée,1,Partie rectiligne,,,87323,59350,O,50.6317183168
Intersection en T,6,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87334,59368,O,50.6548883138
Hors intersection,1,Autoroute,0,25,,3,4,17,800,0,1,Partie rectiligne,,,87348,59143,O,50.6659536434
Intersection en X,6,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87365,59163,O,50.6740689994
Hors intersection,8,Voie Communale,0,0,,3,4,,,0,1,Partie rectiligne,,,87383,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,22,,3,2,1,100,0,1,En courbe à droite,,,87391,59343,O,50.5892285666
Hors intersection,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87400,59350,O,50.6317183168
Hors intersection,1,Voie Communale,0,0,,3,4,,,Piste cyclable,1,Partie rectiligne,,,87424,59368,O,50.6548883138
Hors intersection,7,Voie Communale,0,0,,0,2,,,0,0,0,,,87461,59512,O,50.6879774811
Intersection en X,8,Voie Communale,0,0,,1,4,,,Voie réservée,1,Partie rectiligne,,,87527,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87535,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,3,4,,,0,1,Partie rectiligne,,,87550,59378,O,50.6753348557
Intersection en T,1,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87566,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87612,59378,O,50.6753348557
Hors intersection,5,Route Départementale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,87614,59279,O,50.7747480298
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87622,59009,O,50.6324372393
Intersection en T,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87669,59367,O,50.6721775091
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87678,59512,O,50.6879774811
Intersection en T,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87694,59378,O,50.6753348557
Hors intersection,8,Voie Communale,0,0,0,2,3,,,Piste cyclable,1,Partie rectiligne,,,85664,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85667,59360,O,50.608350368
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,En courbe à gauche,,,85732,59009,O,50.6324372393
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85808,59527,O,50.6597692969
Intersection en X,7,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,85822,59599,O,50.7254418902
Hors intersection,1,Route Départementale,0,656,0,3,4,7,0,0,0,0,,,85861,59646,O,50.6750984751
Intersection en X,5,Voie Communale,0,0,0,0,2,0,0,0,1,1,5053700,280800,85875,59051,O,50.5397647046
Hors intersection,1,Autoroute,0,22,0,3,4,11,740,0,0,0,,,85943,59378,O,50.6753348557
Intersection en T,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,85982,59368,O,50.6548883138
Hors intersection,1,Autoroute,0,25,,3,,0,250,0,0,0,,,86034,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86054,59360,O,50.608350368
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86055,59350,O,50.6317183168
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86061,59009,O,50.6324372393
Hors intersection,8,Route Départementale,Bretelle d’échangeur ou de raccordement,651,,1,3,,,0,1,Partie rectiligne,,,86109,59350,O,50.6317183168
Hors intersection,4,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,86116,59566,O,50.6248188486
Hors intersection,1,Route Départementale,0,351,,3,,0,400,0,0,0,,,86163,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86179,59286,O,50.6044150332
Intersection à plus de 4 branches,7,Voie Communale,0,0,,2,4,,,0,1,Partie rectiligne,,,86191,59599,O,50.7254418902
Hors intersection,5,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,86230,59352,O,50.7361350171
Hors intersection,5,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,86231,59527,O,50.6597692969
Intersection en Y,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86241,59378,O,50.6753348557
Hors intersection,5,Route Départementale,0,917,,2,2,,,Bande cyclable,1,Partie rectiligne,,,86245,59279,O,50.7747480298
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86253,59009,O,50.6324372393
Hors intersection,1,Route Départementale,0,652,,3,4,11,420,0,0,0,,,86315,59090,O,50.7096656233
Hors intersection,1,Autoroute,0,25,,3,,0,100,0,0,0,,,86316,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86402,59648,O,50.5864928159
Hors intersection,1,Route Départementale,0,351,,3,4,0,500,0,0,0,,,86432,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86472,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,4,,,0,1,Partie rectiligne,,,86477,59350,O,50.6317183168
Giratoire,7,Voie Communale,Carrefour aménagé,0,,1,2,,,0,0,0,,,86487,59599,O,50.7254418902
Hors intersection,6,Voie Communale,0,0,,2,4,,,0,1,Partie rectiligne,,,86500,59378,O,50.6753348557
Hors intersection,8,Voie Communale,0,0,,1,2,,,Voie réservée,1,Partie rectiligne,,,86508,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,86570,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,,3,4,211,0,0,0,0,,,86611,59350,O,50.6317183168
Intersection en T,6,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,86623,59360,O,50.608350368
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86661,59299,O,50.6548049456
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86674,59350,O,50.6317183168
Hors intersection,8,Voie Communale,Carrefour aménagé,0,,0,2,,,0,1,1,,,86690,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,86691,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,86845,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86879,59017,O,50.6913797537
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86900,59350,O,50.6317183168
Intersection en T,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86916,59560,O,50.5462914067
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86947,59350,O,50.6317183168
Autre intersection,7,Voie Communale,Zone piétonne,0,,2,2,,,0,3,Partie rectiligne,,,87068,59599,O,50.7254418902
Hors intersection,6,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87108,59368,O,50.6548883138
Hors intersection,1,Route Départementale,0,0,,3,2,,,0,1,Partie rectiligne,,,87818,59299,O,50.6548049456
Intersection en X,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87824,59650,O,50.7056367285
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225239,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,,3,4,13,380,0,0,0,,,225270,59196,O,50.640484704
Intersection en Y,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,225404,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,,2,1,,,0,2,0,,,225437,59279,O,50.7747480298
Intersection en T,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225499,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,0,,2,2,,,0,1,En courbe à droite,,,225552,59609,O,50.5731550754
Intersection en X,6,Voie Communale,0,0,,1,4,,,0,1,Partie rectiligne,,,225560,59368,O,50.6548883138
Intersection en X,7,Voie Communale,0,0,,1,1,,,Bande cyclable,1,Partie rectiligne,,,225604,59599,O,50.7254418902
Hors intersection,1,Autoroute,Pont - autopont,356,,3,8,0,450,0,3,En courbe à gauche,,,225637,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,22,0,3,2,11,700,0,1,Partie rectiligne,,,247795,59378,O,50.6753348557
Hors intersection,1,Autoroute,0,356,0,3,2,3,300,0,1,Partie rectiligne,,,247802,59410,O,50.6432478699
Hors intersection,1,Route Départementale,0,549,,2,2,,,0,1,Partie rectiligne,,,247881,59560,O,50.5462914067
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,247924,59512,O,50.6879774811
Hors intersection,1,Route Départementale,0,656,,3,4,4,800,0,0,0,,,252691,59646,O,50.6750984751
Intersection en X,8,Voie Communale,Carrefour aménagé,0,0,2,0,,,0,1,Partie rectiligne,,,254176,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,83415,59350,O,50.6317183168
Hors intersection,1,Route Départementale,Carrefour aménagé,169,,2,0,0,0,0,0,Partie rectiligne,5063600,280500,328377,62338,O,50.6384888387
Hors intersection,6,Voie Communale,Pont - autopont,0,,2,2,,,0,1,Partie rectiligne,,,324244,59650,O,50.7056367285
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320469,59650,O,50.7056367285
Intersection en X,8,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,320547,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,0,2,3,,,0,1,Partie rectiligne,,,320550,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320554,59646,O,50.6750984751
Intersection en T,1,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320901,59339,O,50.6813150077
Hors intersection,1,Autoroute,0,1,0,3,3,200,600,0,1,Partie rectiligne,,,320699,59560,O,50.5462914067
Hors intersection,7,Voie Communale,0,0,0,0,1,,,0,1,2,,,320757,59599,O,50.7254418902
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320793,59286,O,50.6044150332
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320876,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320888,59512,O,50.6879774811
Intersection en T,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320903,59646,O,50.6750984751
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,En courbe à gauche,,,321987,59646,O,50.6750984751
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322066,59299,O,50.6548049456
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322080,59650,O,50.7056367285
Giratoire,1,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322124,59560,O,50.5462914067
Hors intersection,1,Autoroute,0,25,0,3,6,4,700,0,0,0,,,322169,59350,O,50.6317183168
Hors intersection,4,Route Départementale,0,22,0,2,0,0,0,0,1,Partie rectiligne,5058000,285700,322220,59303,O,50.5816535581
Hors intersection,5,Voie Communale,0,0,0,2,0,0,0,0,1,Partie rectiligne,5054200,281400,322231,59051,O,50.5397647046
Hors intersection,5,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322240,59143,O,50.6659536434
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322269,59299,O,50.6548049456
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322273,59339,O,50.6813150077
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322280,59650,O,50.7056367285
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322283,59512,O,50.6879774811
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322390,59512,O,50.6879774811
Intersection en T,5,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322473,59421,O,50.7041016348
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322521,59646,O,50.6750984751
Intersection en X,5,Route Nationale,Carrefour aménagé,0,0,2,2,,,0,1,0,,,322549,59090,O,50.7096656233
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322582,59512,O,50.6879774811
Hors intersection,1,Route Nationale,0,356,,3,3,2,50,0,0,0,,,322657,59350,O,50.6317183168
Intersection en T,8,Voie Communale,0,0,,3,4,,,Piste cyclable,1,Partie rectiligne,,,322715,59350,O,50.6317183168
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322742,59299,O,50.6548049456
Hors intersection,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,322753,59350,O,50.6317183168
Intersection en T,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322790,59512,O,50.6879774811
Hors intersection,4,Voie Communale,0,0,,2,2,0,0,0,1,Partie rectiligne,0,0,323553,59256,O,50.5653657611
Hors intersection,7,Route Départementale,0,9,,2,2,,,0,1,Partie rectiligne,,,323771,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323794,59512,O,50.6879774811
Hors intersection,6,Route Départementale,0,0,,2,2,,,0,1,Partie rectiligne,,,323813,59017,O,50.6913797537
Hors intersection,4,Route Départementale,0,39,,2,2,5,535,0,1,Partie rectiligne,5053589,295262,323814,59005,O,50.5417063572
Hors intersection,6,Route Départementale,0,0,,2,2,,,0,1,En courbe à droite,,,323988,59017,O,50.6913797537
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324131,59009,O,50.6324372393
Hors intersection,8,Voie Communale,0,0,,2,4,,,0,1,Partie rectiligne,,,324139,59350,O,50.6317183168
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324231,59512,O,50.6879774811
Intersection en X,5,Voie Communale,Voie ferrée,0,,3,4,,,0,1,Partie rectiligne,,,324251,59646,O,50.6750984751
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324262,59512,O,50.6879774811
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324321,59512,O,50.6879774811
Place,7,Voie Communale,0,0,,3,3,,,Bande cyclable,1,Partie rectiligne,,,324386,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,324410,59599,O,50.7254418902
Hors intersection,1,Autoroute,0,25,,3,2,15,0,0,1,Partie rectiligne,,,324489,59143,O,50.6659536434
Autre intersection,7,Voie Communale,Zone piétonne,0,,1,1,,,0,1,Partie rectiligne,,,323032,59599,O,50.7254418902
Hors intersection,5,Route Départementale,Carrefour aménagé,945,,2,2,0,0,0,1,Partie rectiligne,0,0,323117,59051,O,50.5397647046
Intersection en T,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323220,59650,O,50.7056367285
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323305,59599,O,50.7254418902
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,323461,59527,O,50.6597692969
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,323463,59599,O,50.7254418902
Hors intersection,5,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321059,59636,O,50.6957054596
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321072,59512,O,50.6879774811
Intersection en Y,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321148,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,321359,59163,O,50.6740689994
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321362,59512,O,50.6879774811
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321369,59299,O,50.6548049456
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321372,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321384,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321392,59599,O,50.7254418902
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321533,59646,O,50.6750984751
Hors intersection,5,Voie Communale,0,0,0,0,0,,,0,0,0,,,321623,59560,O,50.5462914067
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321640,59512,O,50.6879774811
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321648,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,1,,,0,1,0,,,321662,59599,O,50.7254418902
Intersection en X,1,Route Nationale,Bretelle d’échangeur ou de raccordement,0,0,2,2,,,0,1,Partie rectiligne,,,321682,59431,O,50.6992987531
Hors intersection,5,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321762,59527,O,50.6597692969
Intersection en T,1,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,321816,59163,O,50.6740689994
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321827,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,321906,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,321968,59360,O,50.608350368
Hors intersection,1,Autoroute,0,1,0,1,8,203,0,0,1,Partie rectiligne,,,319715,59585,O,50.5706303055
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319767,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319790,59650,O,50.7056367285
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319931,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,319983,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,319992,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319996,59646,O,50.6750984751
Intersection en X,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319997,59650,O,50.7056367285
Intersection en T,8,Voie Communale,0,0,0,2,2,,,Piste cyclable,1,Partie rectiligne,,,84464,59350,O,50.6317183168
Hors intersection,4,Voie Communale,0,0,0,2,3,,,0,1,Partie rectiligne,,,84555,59585,O,50.5706303055
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84557,59009,O,50.6324372393
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84581,59599,O,50.7254418902
Hors intersection,1,Autoroute,0,25,0,3,4,1,600,0,1,Partie rectiligne,,,84610,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,22,0,3,4,9,0,0,1,En courbe à gauche,,,84614,59009,O,50.6324372393
Hors intersection,7,Voie Communale,Carrefour aménagé,0,0,2,2,,,0,1,En courbe à droite,,,85703,59009,O,50.6324372393
Hors intersection,4,Voie Communale,0,0,0,0,0,,,0,0,1,,,85710,59585,O,50.5706303055
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85711,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,0,3,6,3,400,0,1,Partie rectiligne,,,85748,59350,O,50.6317183168
Intersection en T,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85795,59636,O,50.6957054596
Hors intersection,1,Route Nationale,0,227,0,3,4,5,700,0,0,0,,,85858,59009,O,50.6324372393
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,85959,59220,O,50.593618421
Hors intersection,1,Route Nationale,Souterrain - tunnel,227,,3,4,9,0,0,1,En courbe à gauche,,,86022,59009,O,50.6324372393
Intersection en X,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86070,59328,O,50.6522053005
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,86176,59599,O,50.7254418902
Intersection en T,1,Route Départementale,0,925,,2,2,,,0,1,0,,,86325,59560,O,50.5462914067
Hors intersection,1,Route Départementale,0,652,,3,4,13,800,0,0,0,,,86396,59646,O,50.6750984751
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86468,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,652,,3,4,14,600,0,0,En courbe à gauche,,,86596,59646,O,50.6750984751
Hors intersection,8,Route Départementale,0,0,,2,4,,,0,1,Partie rectiligne,,,86639,59350,O,50.6317183168
Hors intersection,6,Route Départementale,Pont - autopont,0,,3,4,,,Piste cyclable,1,Partie rectiligne,,,86648,59378,O,50.6753348557
Intersection en T,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85524,59350,O,50.6317183168
Hors intersection,1,Voie Communale,0,0,0,0,1,1,0,0,1,1,,,85530,59152,O,50.7497420422
Hors intersection,6,Voie Communale,Souterrain - tunnel,0,0,3,4,,,0,1,Partie rectiligne,,,85598,59368,O,50.6548883138
Hors intersection,1,Autoroute,0,25,0,3,6,2,0,0,2,Partie rectiligne,,,85620,59350,O,50.6317183168
Intersection en T,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,82810,59360,O,50.608350368
Hors intersection,6,Route Nationale,Souterrain - tunnel,0,0,3,2,,,0,1,Partie rectiligne,,,82816,59368,O,50.6548883138
Autre intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,82817,59360,O,50.608350368
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,82823,59009,O,50.6324372393
Hors intersection,1,Autoroute,Bretelle d’échangeur ou de raccordement,351,0,3,2,0,500,0,2,En courbe à droite,,,82863,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,82896,59512,O,50.6879774811
Hors intersection,1,Route Nationale,Souterrain - tunnel,351,0,1,1,0,100,0,1,En courbe à gauche,,,82911,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,0,3,4,13,300,0,1,Partie rectiligne,,,82925,59196,O,50.640484704
Intersection en X,8,Voie Communale,0,0,0,2,4,,,0,1,Partie rectiligne,,,82938,59350,O,50.6317183168
Hors intersection,1,Route Nationale,0,356,0,3,4,9,114,0,1,En « S »,,,82976,59646,O,50.6750984751
Intersection en X,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83012,59350,O,50.6317183168
Hors intersection,6,Route Départementale,0,0,0,2,0,,,0,1,Partie rectiligne,,,83039,59017,O,50.6913797537
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83060,59286,O,50.6044150332
Hors intersection,1,Route Nationale,Bretelle d’échangeur ou de raccordement,352,0,3,4,6,800,0,1,Partie rectiligne,,,83101,59328,O,50.6522053005
Hors intersection,5,Route Départementale,0,39,0,2,2,12,0,0,1,Partie rectiligne,5052400,289100,83107,59052,O,50.5162714452
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83146,59009,O,50.6324372393
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83167,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,0,,,83170,59599,O,50.7254418902
Hors intersection,1,Autoroute,0,25,0,3,3,4,200,0,0,0,,,83198,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83234,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,0,3,3,206,800,0,1,Partie rectiligne,,,83401,59343,O,50.5892285666
Intersection à plus de 4 branches,7,Voie Communale,Carrefour aménagé,0,0,2,3,,,0,1,Partie rectiligne,,,83417,59009,O,50.6324372393
Intersection en X,3,Voie Communale,0,0,0,2,3,,,0,1,Partie rectiligne,,,83418,59128,O,50.6474745374
Hors intersection,1,Autoroute,0,1,0,3,3,209,300,0,1,Partie rectiligne,,,83473,59507,O,50.6044738955
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83536,59350,O,50.6317183168
