Type de Collision,Condition atmosphérique,Lumière,Situation de l’accident,Nombre de personnes tuées dans l'accident,Nombre de blessés hospitalisés (blessés graves) dans l'accident,Nombre de blessés légers dans l'accident,Nombre de personnes indemnes dans l'accident,Type numero,Numero,Distance metre,Libelle voie,Indice de gravité de l'accident,Nombre impliques,Organisme
3,Temps couvert,Plein jour,1,0,0,1,1,9,0,0,HALLE RUE,0.43,2,5
2,Normale,Plein jour,1,0,0,1,2,1,160,0,HIPPODROME AV DE L N°134 AU 240,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,1,53,0,HUGO VICTOR RUE,0.43,2,5
3,Pluie forte,Crépuscule ou aube,1,0,0,1,1,9,0,0,VAUBAN BOULEVARD N°2A18-1A39,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,THUMESNIL RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A1,0.43,2,3
7,Normale,Nuit avec éclairage public allumé,3,0,0,1,0,0,,0,AUTOROUTE A1,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,9,0,0,POSTE RUE DE LA,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,PONT DE BOIS  METRO,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,272,0,SALENGRO ROGER RUE,0.43,1,5
4,Normale,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A25,0.43,3,3
6,Pluie légère,Plein jour,1,0,0,1,1,0,,0,ROUTE DEPARTEMENTALE 656,0.43,2,3
3,Normale,Plein jour,1,0,0,1,1,1,69,0,BARATTE GASTON RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,2,9,,0,BECQUART RUE DU MAIRE,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,Seclin,0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,0,1,291,0,CLEMENCEAU BLVD (N°168-294),0.43,1,5
7,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A25,0.43,2,3
3,Normale,Plein jour,1,0,0,1,1,2,1,0,LEBAS (AVENUE JEAN),0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,ABBAYE RUE DU PONT DE L,0.43,2,5
3,Normale,Plein jour,1,0,0,1,2,2,1,0,LEBAS (AVENUE JEAN),0.43,3,5
6,Neige - grêle,Crépuscule ou aube,1,0,0,1,0,1,229,0,REPUBLIQUE AVENUE DE LA,0.43,1,5
6,Pluie légère,Plein jour,2,0,0,1,0,1,0,0,Embranchement RN 356,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,2,1,0,VOLTAIRE (RUE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 227,0.43,1,3
6,Normale,Plein jour,1,0,0,1,1,2,1,0,HOMMELET (RUE DE L'),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,BEAUREWAERT (RUE DE),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,9,0,0,D 651,0.43,1,5
3,Normale,Plein jour,1,0,0,1,2,2,1,0,WAGNER (RUE RICHARD),0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,FUSILLES RUE DES DU N°9 AU N° 121,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,1,1,0,TICLENI RUE DE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,ESPACE GRAND RUE,0.43,2,5
6,Normale,Plein jour,0,0,0,1,2,1,0,0,FAUBOURG DE ROUBAIX RUE,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,1,101,0,DOMINIAL (127 AV. DE LA MARNE),0.43,2,5
3,Normale,Plein jour,0,0,0,1,1,2,,0,YSER (RUE DE L'),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,GAMBETTA ( BOULEVARD),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,DE LATTRE TASSIGNY AVN°270A620,0.43,2,5
6,Normale,Plein jour,5,0,0,1,0,1,22,0,B.N.P (DELECAUX RUE DE),0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,291,0,DE GAULLE RUE DU GENERAL,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,1,150,0,YPRES RUE D,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,,0,LEBAS JEAN BAPTISTE BOULEVARD,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,253,0,DE GAULLE RUE DU GENERAL,0.43,2,5
3,Pluie légère,Plein jour,1,0,0,1,1,1,40,0,LAFARGUE PAUL RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,12,0,MONTEBELLO BOULEVARD N°2A74B,0.43,1,5
6,Temps éblouissant,Plein jour,1,0,0,1,0,9,,0,LANGEVIN PAUL RUE DU PROF.,0.43,1,5
3,Pluie légère,Plein jour,1,0,0,1,1,1,202,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,1,13,0,JEMMAPES RUE,0.43,3,5
7,Normale,Plein jour,3,0,0,1,0,1,5647,0,ST JACQUES,0.43,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,GUESDE (RUE JULES),0.43,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,9,0,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Temps couvert,Nuit avec éclairage public allumé,1,0,0,1,1,1,21,0,TURENNE RUE,0.43,2,5
3,Pluie légère,Plein jour,1,0,0,2,0,2,59,0,ISLY RUE,0.86,2,5
7,Normale,Plein jour,1,0,0,2,1,,,,,0.86,3,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,9,0,0,LILLE (RUE DE),0.86,3,5
2,Normale,Plein jour,1,0,0,2,1,9,0,0,LEZENNES BOULEVARD DE,0.86,3,5
6,Normale,Plein jour,1,0,0,2,2,0,,0,AUTOROUTE A1,0.86,4,3
6,Normale,Plein jour,5,0,0,2,1,1,837,0,REPUBLIQUE AV DE LA (N°829-931),0.86,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,9,0,0,DRON (AVENUE GUSTAVE),0.86,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,2,0,1,1,0,REIMS RUE DE,0.86,2,5
6,Normale,Plein jour,1,0,0,2,0,0,,0,AUTOROUTE A1,0.86,2,3
2,Normale,Plein jour,2,0,0,2,0,0,,0,ROUTE DEPARTEMENTALE 656,0.86,2,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,70,0,LECLERCQ RUE DU GENERAL,0.86,3,5
7,Normale,Nuit sans éclairage public,1,0,0,2,0,0,,0,AUTOROUTE A1,0.86,2,3
6,Normale,Plein jour,1,0,0,2,0,1,27,0,LEBAS JEAN BAPTISTE RUE,0.86,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,1,0,0,GAND RUE,0.86,2,5
6,Normale,Plein jour,1,0,0,2,1,1,100,0,CLEMENCEAU RUE,0.86,3,5
3,Normale,Plein jour,1,0,0,2,0,9,,0,BRIZON PIERRE RUE,0.86,2,5
6,Normale,Plein jour,1,0,0,2,0,1,0,0,MENIN RUE DE,0.86,2,5
4,Normale,Plein jour,1,0,0,2,3,2,1,0,TOURCOING (RUE DE),0.86,5,5
2,Pluie légère,Crépuscule ou aube,1,0,0,2,2,2,,0,RONCQ (RUE DE),0.86,4,5
1,Normale,Plein jour,1,0,0,3,0,9,0,0,CHAUDE RIVIERE RUE DE,1.29,3,5
6,Pluie légère,Plein jour,1,0,0,3,1,0,,0,ROUTE DEPARTEMENTALE 656,1.29,4,3
6,Normale,Plein jour,1,0,0,3,0,9,,0,WAZEMMES RUE DE N?63-78 A FIN,1.29,3,5
6,Normale,Plein jour,1,0,0,4,1,0,,0,AUTOROUTE A1,1.72,5,3
5,Pluie légère,Plein jour,1,0,0,5,4,0,,0,AUTOROUTE A25,2.15,9,3
3,Normale,Plein jour,1,0,1,0,1,9,0,0,DRONCKAERT (RUE DU),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,MARLOT (RUE LEON),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,NATIONS UNIES (AVENUE DES),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,POINCARE HENRI AVENUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,GRAND COTTIGNIES (AVENUE DU),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,61,0,FAUBOURG DES POSTES RUE,0.43,1,5
4,Normale,Plein jour,0,0,0,1,2,0,,0,AUTOROUTE A25,0.43,3,3
3,Normale,Plein jour,1,0,0,1,1,1,19,0,PAPIN BOULEVARD,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,1,0,FOCH RUE DU MARECHAL,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,TURENNE RUE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
1,Pluie légère,Plein jour,1,0,0,1,1,1,1,0,DELORY (RUE GUSTAVE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,2,0,REPUBLIQUE AVENUE DE LA,0.43,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,1,0,CD 651 (sortie St Maurice),0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,REPUBLIQUE AV DE LA (N°829-931),0.43,2,5
1,Normale,Plein jour,1,0,0,1,1,2,1,0,FRANCE (RUE DE),0.43,2,5
6,Temps éblouissant,Plein jour,1,0,0,1,1,2,,0,GAMBETTA (BOULEVARD),0.43,2,5
1,Normale,Plein jour,1,0,0,1,2,1,1,0,SOURCES (RUE DES) RES ARTOIS,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,9,,0,LEZENNES BOULEVARD DE,0.43,2,5
2,Normale,Nuit avec éclairage public non allumé,1,0,0,1,1,1,99,0,NATIONALE RUE,0.43,2,5
6,Normale,Plein jour,4,0,0,1,0,9,0,0,LECLERC PLACE DU GENERAL,0.43,1,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,1,0,COLBERT (RUE),0.43,2,5
1,Normale,Plein jour,1,0,0,1,1,1,101,0,LECLERC (RUE DU GENERAL),0.43,2,5
6,Normale,Plein jour,3,0,0,1,0,2,1,0,POTTEAU (CARRIERE),0.43,1,5
2,Normale,Plein jour,1,0,0,1,1,1,199,0,BOIS GRENIER (ROUTE DE ),0.43,2,5
3,Normale,Crépuscule ou aube,1,0,0,1,1,1,2314,0,NATIONALE (ROUTE)IWEZ MACQUART,0.43,2,5
2,Normale,Plein jour,1,0,0,1,2,1,260,0,FAUBOURG DE ROUBAIX RUE,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,LAENNEC RUE DU DOCTEUR,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,245,0,JAURES JEAN RUE    N?101 AU 263,0.43,2,5
5,Normale,Plein jour,1,0,0,1,1,1,146,0,POMPIDOU G. RUE DU PDT.102 A 262,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,BOIS AVENUE DU,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,POMPIDOU G. RUE DU PDT.102 - 262,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,2,0,VAUBAN BOULEVARD N?2-18-1-39,0.43,2,5
1,Pluie légère,Plein jour,1,0,0,1,1,9,,0,LECERF ROGER RUE,0.43,2,5
1,Pluie légère,Plein jour,1,0,0,1,2,1,17,0,BRAME (AVENUE JULES),0.43,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,2,1,0,BLANCHEMAILLE (RUE DE),0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,201,0,DAUBENTON (RUE),0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,2,1,0,FLANDRE (AVENUE DE),0.43,2,5
6,Pluie forte,Plein jour,0,0,0,1,1,1,41,0,FOCH (RUE DU MARECHAL),0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,0,1,36,0,ARMENTIERES (BOULEVARD D'),0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,2,,0,BIENFAISANCE (RUE DE LA),0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,2,,0,PAPIN (CHAUSSEE DENIS),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,,0,ALLENDE (AVENUE SALVADOR),0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,2,,0,RACCORDEMENT (VOIE DE),0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 227,0.43,2,3
6,Pluie légère,Plein jour,1,0,0,1,1,1,0,0,ZOLA EMILE AVENUE,0.43,2,5
3,Normale,Plein jour,1,0,2,0,1,2,1,0,HOLDEN CROTHERS(RUE),21.6,3,5
3,Pluie légère,Plein jour,1,0,2,0,1,2,1,0,MOLIERE (RUE),21.6,3,5
6,Normale,Plein jour,1,0,2,0,1,2,1,0,HUGO (RUE VICTOR),21.6,3,5
3,Normale,Crépuscule ou aube,1,0,2,0,1,2,1,0,FABRICANTS (RUE DES),21.6,3,5
2,Normale,Plein jour,1,0,2,0,0,2,1,0,SAILLY (RUE DE),21.6,2,5
6,Normale,Plein jour,4,0,2,0,1,1,0,0,DORMOY MARX AVENUE,21.6,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,2,0,0,2,1,0,SAINT ANTOINE (RUE),21.6,2,5
6,Normale,Plein jour,1,0,1,2,0,0,,0,ROUTE NATIONALE 356,11.66,3,3
1,Normale,Crépuscule ou aube,1,1,0,0,1,0,,0,HOUCKE (AVENUE JULES),100.0,2,5
6,Normale,Plein jour,1,1,0,0,1,9,0,0,LILLE (RUE DE)MENIN A 8 MAI 1945,100.0,2,5
3,Normale,Nuit avec éclairage public allumé,1,1,0,0,1,9,0,0,DE LA PHALECQUE  EUGENE IMBERT RUE,100.0,2,5
3,Normale,Plein jour,1,1,0,0,2,0,,0,BAILLEUL (RUE DE),100.0,3,5
2,Pluie légère,Nuit avec éclairage public allumé,1,1,0,0,1,2,1,0,LILLE (RUE DE),100.0,2,5
6,Pluie légère,Plein jour,1,0,0,2,0,1,138,0,PERI GABRIEL RUE,0.86,2,5
6,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Neige - grêle,Plein jour,4,0,0,1,1,9,,0,COLPIN AVENUE DU LIEUTENANT,0.43,2,5
6,Normale,Plein jour,1,0,0,3,0,0,,0,ROUTE NATIONALE 352,1.29,3,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,3,0,9,0,0,PRINCESSE RUE,1.29,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,3,1,0,,0,ROUTE NATIONALE 356,1.29,4,3
3,Pluie légère,Plein jour,1,0,0,3,0,1,1006,0,DUNKERQUE AVENUE DE,1.29,3,5
1,Normale,Plein jour,1,0,0,3,0,2,1,0,JOUHAUX (BOULEVARD LEON),1.29,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,3,0,1,159,0,8 MAI 1945 RUE DU A PARTIR DU N° 60,1.29,3,5
7,Pluie légère,Plein jour,1,0,0,3,0,1,1,0,CLEMENCEAU BLVD (N°31-191),1.29,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,3,0,1,,0,HAUTE LOGE RUE DE LA,1.29,3,5
2,Normale,Plein jour,1,0,0,5,1,9,,0,DUNKERQUE AVENUE DE,2.15,6,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,5,1,9,,0,D 651,2.15,6,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,PERI (RUE GABRIEL),10.8,1,5
3,Normale,Plein jour,1,0,0,2,0,1,6346,0,KENNEDY (RUE DU PRESIDENT ),0.86,2,5
6,Normale,Plein jour,3,0,0,2,0,1,1135,0,ARMENTIERES  (RUE D' ),0.86,2,5
6,Pluie légère,Plein jour,1,0,0,2,2,0,,0,AUTOROUTE A1,0.86,4,3
6,Pluie légère,Nuit avec éclairage public non allumé,1,0,0,2,0,9,0,0,ROUGE PORTE (LIEU DIT),0.86,2,5
6,Normale,Plein jour,1,0,0,2,1,0,,0,AUTOROUTE A1,0.86,3,3
4,Normale,Nuit sans éclairage public,1,0,0,2,6,0,,0,AUTOROUTE A23,0.86,8,3
2,Brouillard - fumée,Plein jour,1,0,0,2,0,0,,0,AUTOROUTE A1,0.86,2,3
6,Brouillard - fumée,Plein jour,1,0,0,2,0,0,,0,AUTOROUTE A25,0.86,2,3
6,Normale,Plein jour,1,0,0,2,1,0,,0,ROUTE DEPARTEMENTALE 656,0.86,3,3
6,Normale,Plein jour,1,0,0,2,0,1,0,0,R.D. 48,0.86,2,5
6,Normale,Plein jour,1,0,0,2,2,2,1,0,CHEMIN NEUF  (RUE DU),0.86,4,5
6,Normale,Plein jour,1,0,0,2,0,9,,0,OUEST BOULEVARD DE L,0.86,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,92,0,NATIONALE RUE,0.86,3,5
4,Pluie légère,Plein jour,1,0,0,2,1,9,0,0,FUSILLES RUE DES DU N? 2 A 110,0.86,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,,0,DELCENSERIE JULES RUE N?2-314,0.86,3,5
3,Pluie légère,Plein jour,1,0,0,2,0,2,1,0,MOTTE (AVENUE ALFRED),0.86,2,5
6,Normale,Crépuscule ou aube,1,0,0,2,0,1,0,0,PERENCHIES RUE DE,0.86,2,5
2,Pluie légère,Plein jour,1,0,0,2,1,1,1,0,LILLE RUE DE,0.86,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,9,0,0,GUISE CHEMIN DE L'ARBRE DE,0.86,3,5
5,Normale,Plein jour,1,0,0,2,1,0,,0,AUTOROUTE A25,0.86,3,3
6,Normale,Nuit avec éclairage public allumé,4,0,0,2,0,1,313,0,LEGRAND PIERRE RUE,0.86,2,5
6,Normale,Plein jour,1,0,0,2,0,0,,0,ROUTE NATIONALE 351,0.86,2,3
2,Normale,Plein jour,5,0,0,2,1,1,60,0,LECLERC RUE DU GENERAL,0.86,3,5
6,Normale,Plein jour,1,0,0,1,1,1,157,0,MOLINEL RUE DU,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,,0,GAND (RUE DE),0.43,2,5
3,Pluie légère,Plein jour,5,0,0,1,1,2,,0,ROUBAIX (RUE DE),0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 227,0.43,1,3
6,Normale,Plein jour,1,0,0,1,1,9,0,0,AVENIR RUE DE L,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A22,0.43,1,3
6,Normale,Nuit avec éclairage public allumé,1,0,2,3,0,2,1,0,SAINT LIEVIN (CONTOUR),22.89,5,5
4,Normale,Plein jour,1,0,3,0,1,2,1,0,CD 700,32.4,4,5
1,Normale,Plein jour,1,0,3,0,0,2,1,0,JAURES (RUE JEAN),32.4,3,5
3,Normale,Plein jour,1,0,3,0,1,2,1,0,JUSTICE (RUE DE LA),32.4,4,5
1,Normale,Nuit avec éclairage public allumé,1,0,3,0,0,2,1,0,DUFLOT (RUE),32.4,3,5
6,Normale,Plein jour,1,0,0,1,0,1,1,0,REPUBLIQUE AV DE LA (N°935-1035),0.43,1,5
6,Normale,Plein jour,0,0,0,1,1,1,7876,0,GENERAL DE GAULLE (PLACE DU),0.43,2,5
6,Temps couvert,Plein jour,1,0,0,1,1,1,,0,COTTAGES (AVENUE DES),0.43,2,5
7,Temps couvert,Nuit avec éclairage public allumé,1,0,0,1,1,1,22,0,FRESNOY (RUE DU),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,61745,0,PROGRES (RUE DU ),0.43,2,5
6,Normale,Plein jour,3,0,0,1,0,1,255,0,OLLIVIER (RUE OMER ),0.43,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,9,,0,DE BETTIGNIES LOUISE PLACE,0.43,3,5
6,Pluie légère,Crépuscule ou aube,1,0,0,1,1,9,,0,DUPONT GEORGES AVENUE,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,1,551,0,BAILLY ALBERT RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,ARCOLE RUE D,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,,0,AVESNES RUE D         RESTE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,,0,NATIONALE RUE N?RESTE PAIRS,0.43,2,5
3,Normale,Nuit sans éclairage public,1,0,0,1,1,9,0,0,LILLE RUE DE N?2 A 36-31 A 37,0.43,2,5
3,Normale,Crépuscule ou aube,1,0,0,1,1,9,,0,CALMETTE RUE DU DOCTEUR,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,51,0,TREMIERE RUE,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,9,,0,DE VALMY BOULEVARD,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,246,0,DUNKERQUE AVENUE DE,0.43,2,5
2,Pluie légère,Crépuscule ou aube,1,0,0,1,1,1,92,0,DE GAULLE (BOULEVARD DU GENERAL),0.43,2,5
6,Normale,Plein jour,4,0,0,1,1,1,6,0,CARNOT (PLACE SADI),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,466,0,LANNOY (RUE DE ),0.43,2,5
7,Normale,Plein jour,4,0,0,1,1,2,1,0,MOTTE (AVENUE ALFRED),0.43,2,5
3,Normale,Crépuscule ou aube,1,0,0,1,1,2,,0,ENERGIE (RUE DE L'),0.43,2,5
7,Temps couvert,Plein jour,1,0,0,1,0,2,,0,LYS (RUE DE LA),0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,2,,0,GAULLE (AVENUE DU GENERAL DE),0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE DEPARTEMENTALE 652,0.43,2,3
6,Normale,Plein jour,1,0,0,1,1,2,1,0,DE GAULLE (BOULEVARD DU GENERAL),0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,2,,0,GRAMME (CHAUSSEE),0.43,3,5
6,Normale,Plein jour,1,0,3,1,0,2,,0,VISCOURT (RUE),32.83,4,5
2,Temps couvert,Plein jour,1,0,1,0,1,9,0,0,DECUGIS YVES RUE         RESTE,10.8,2,5
3,Normale,Plein jour,5,0,1,0,1,0,,0,LILLE (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
6,Temps couvert,Plein jour,1,0,1,0,1,2,1,0,ALGER (RUE D'),10.8,2,5
6,Normale,Plein jour,0,0,1,0,1,1,0,0,PERI (RUE GABRIEL),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,83,0,MONTEBELLO BOULEVARD N° RESTE,10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,2,1,0,GRAND COTTIGNIES (AVENUE DU),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,1,233,0,FAUBOURG D'ARRAS RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,61,0,ASTRID RUE DE LA REINE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,2,2,1,0,REIMS (BOULEVARD DE),10.8,3,5
3,Normale,Plein jour,1,0,1,0,2,2,1,0,ANTOING (RUE D'),10.8,3,5
6,Normale,Plein jour,1,0,1,0,1,9,0,0,CURIE (CHAUSSEE PIERRE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,0,0,OMNIBUS (RUE DES),10.8,2,5
6,Pluie forte,Plein jour,1,0,1,0,1,2,1,0,ARMENTIERES (BOULEVARD D'),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,79,0,GEORGES (CHEMIN SAINT),10.8,2,5
7,Normale,Plein jour,3,0,1,0,0,2,1,0,CALVAIRE DEVIE (RUE DU),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,LAMARTINE (RUE),10.8,2,5
6,Normale,Plein jour,0,0,1,0,1,1,57,0,PARIS RUE N° RESTE,10.8,2,5
6,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,BELL (RUE),10.8,2,5
4,Normale,Nuit avec éclairage public allumé,1,0,1,0,2,2,1,0,FLANDRE (AVENUE DE),10.8,3,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,1,21,0,ARMENTIERES  (RUE D' ),10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,1,28,0,HAUBOURDIN RUE D   N°IMPAIR,10.8,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,CAMUS (ALLEE ALBERT),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,0,0,LYS (RUE DE LA),10.8,2,5
3,Normale,Crépuscule ou aube,1,0,1,0,1,9,0,0,DE GAULLE RUE DU GENERAL,10.8,2,5
1,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,,,,,10.8,2,1
6,Normale,Crépuscule ou aube,1,0,1,0,1,1,152,0,SOLFERINO RUE N°1 A 159,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,VOLTAIRE (RUE),10.8,2,5
7,Normale,Plein jour,1,0,1,0,0,0,,0,AUTOROUTE A22,10.8,1,3
6,Normale,Plein jour,1,0,1,0,1,1,32,0,RUBENS RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,9,20,0,IENA RUE D' JUSQU'AU 129 COTE IMPAIR,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,FLANDRE (AVENUE DE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,PARABOLES (AVENUE DES),10.8,2,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,1,2,0,TURENNE RUE,10.8,2,5
6,Normale,Crépuscule ou aube,1,0,1,0,1,1,64,0,BOUVINES RUE DE,10.8,2,5
1,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,CARPEAUX  (RUE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,LECLERC (BOULEVARD DU GENERAL),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,65985,0,BRIAND (RUE ARISTIDE ),10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,PILE (RUE DU),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,0,0,HALLUIN (BOULEVARD D'),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,0,0,GARE RUE DE LA,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,157,0,FAUBOURG D'ARRAS RUE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,FOURMIES (BOULEVARD DE),10.8,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,MOLIERE (RUE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,DE GAULLE (RUE DU GENERAL),10.8,2,5
6,Temps couvert,Crépuscule ou aube,1,0,1,0,1,1,65,0,REPUBLIQUE AVENUE DE LA N°1 A 135 ET N°,10.8,2,5
