Type de Collision,Condition atmosphérique,Lumière,Situation de l’accident,Nombre de personnes tuées dans l'accident,Nombre de blessés hospitalisés (blessés graves) dans l'accident,Nombre de blessés légers dans l'accident,Nombre de personnes indemnes dans l'accident,Type numero,Numero,Distance metre,Libelle voie,Indice de gravité de l'accident,Nombre impliques,Organisme
3,Pluie forte,Plein jour,1,0,0,2,1,,,,,0.86,3,3
2,Normale,Nuit avec éclairage public allumé,1,0,0,2,2,2,1,0,LIONDERIE (RUE DE LA),0.86,4,5
6,Pluie légère,Nuit sans éclairage public,3,0,0,2,0,9,0,0,LAMBRET OSCAR AVENUE,0.86,2,5
5,Normale,Plein jour,0,0,0,2,3,9,0,0,DE COUBERTIN PIERRE BOULEVARD,0.86,5,5
2,Pluie légère,Plein jour,1,0,0,2,1,0,,0,ROUTE NATIONALE 351,0.86,3,3
5,Normale,Plein jour,1,0,0,2,3,1,1,0,CORDONNIER DENIS AVENUE,0.86,5,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,9,,0,CLEMENCEAU RUE,0.86,3,5
3,Normale,Plein jour,1,0,1,1,0,9,0,0,CARREL ARMAND RUE,11.23,2,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,1,1,1,9,,0,ALSACE BOULEVARD D,11.23,3,5
3,Normale,Plein jour,1,0,1,1,0,9,,0,DOUMER PAUL RUE DU PRESIDENT,11.23,2,5
3,Pluie légère,Plein jour,1,0,2,0,1,2,1,0,LAFAYETTE (RUE),21.6,3,5
6,Normale,Plein jour,1,0,2,0,1,2,1,0,GRANDE RUE,21.6,3,5
7,Normale,Nuit avec éclairage public allumé,1,0,2,0,0,2,1,0,LACORDAIRE,21.6,2,5
3,Normale,Plein jour,1,0,2,0,2,2,,0,DEWYN (RUE DU DOCTEUR),21.6,4,5
4,Normale,Nuit sans éclairage public,1,0,2,0,2,0,,0,AUTOROUTE A1,21.6,4,3
6,Normale,Plein jour,1,0,2,0,0,2,1,0,GUESDE (RUE JULES),21.6,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,2,1,1,9,,0,CHURCHILL WINSTON RUE,22.03,4,5
2,Pluie légère,Nuit avec éclairage public allumé,1,0,3,0,1,2,1,0,TOUL (RUE DE),32.4,4,5
1,Normale,Nuit avec éclairage public allumé,1,0,3,0,1,1,112,0,COLBERT (RUE),32.4,4,5
3,Normale,Plein jour,1,0,3,0,0,2,1,0,FLANDRE (AVENUE DE),32.4,3,5
1,Normale,Plein jour,1,1,1,0,1,,,,,110.8,3,1
3,Normale,Plein jour,1,0,6,0,0,2,1,0,PYRAMIDES (RUE DES),64.8,6,5
6,Normale,Nuit avec éclairage public allumé,1,1,0,1,0,9,0,0,JAURES JEAN RUE,100.43,2,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 356,0.43,2,3
6,Temps couvert,Nuit avec éclairage public allumé,1,1,0,0,1,1,197,0,BONTE AUGUSTE RUE,100.0,2,5
6,Normale,Plein jour,1,1,0,0,1,1,0,0,SAINT GHISLAIN ROND POINT,100.0,2,5
7,Normale,Nuit avec éclairage public allumé,1,1,0,0,0,1,162,0,TOURCOING (RUE DE),100.0,1,5
6,Normale,Nuit avec éclairage public non allumé,1,1,0,0,1,1,1,0,LECONTE BAILLON (RUE),100.0,2,5
6,Pluie légère,Nuit avec éclairage public allumé,0,1,0,0,1,2,,0,ORIONS (RUE DES),100.0,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,1,0,0,0,1,18,0,HUGO  (RUE VICTOR),100.0,1,5
6,Normale,Plein jour,1,0,0,1,1,1,8,0,DAME RUE DU GENERAL,0.43,2,5
6,Temps couvert,Plein jour,1,0,0,1,1,9,0,0,BEETHOVEN AVENUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,AMPERE RUE,0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,0,9,0,0,BIGO DANEL BOULEVARD N° PAIRS,0.43,1,5
6,Normale,Plein jour,0,0,0,1,1,9,0,0,ARRAS RUE D,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,,,,,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,2,,0,WAMBRECHIES (AVENUE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,,0,MEUREIN RUE N° 80 A FIN-91 A FIN,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,725,0,DUNKERQUE AVENUE DE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,,0,VERMEER RUE,0.43,2,5
7,Pluie forte,Plein jour,1,0,0,1,1,9,,0,CORBUSIER AVENUE LE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,180,0,CARNOT SADI RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,1,157,0,FAIDHERBE RUE,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,MATTEOTI RUE,0.43,2,5
6,Pluie forte,Nuit avec éclairage public allumé,0,0,0,1,1,9,0,0,SCHUMAN (RUE ROBERT),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A1,0.43,2,3
6,Normale,Plein jour,1,0,0,1,1,1,160,0,JAURES JEAN AVENUE,0.43,2,5
7,Pluie forte,Nuit avec éclairage public allumé,1,0,0,1,0,1,21,0,OUTREVAULT RUE D,0.43,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,117,0,NATIONALE RUE N°2 A 178B-1 A 171,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,79,0,ARTOIS RUE D N°1 A 81,0.43,1,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,9,0,0,CHANZY RUE DE,0.43,2,5
6,Brouillard - fumée,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,AUTOROUTE A1,0.43,1,3
6,Normale,Plein jour,1,0,0,1,1,1,,0,SCIENCES PONT DES,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Pluie légère,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 356,0.43,2,3
6,Normale,Plein jour,1,0,0,1,1,1,7,0,BOULEAUX RUE DES,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,9,,0,TOURNAI PONT DE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,8,0,MANNELIERS RUE,0.43,2,5
1,Normale,Plein jour,1,0,0,1,1,1,231,0,ROUEN AVENUE DE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,5,0,MEXICO RUE,0.43,2,5
3,Temps couvert,Plein jour,1,0,0,1,1,1,60,0,ABELARD RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,SAINT GHISLAIN ROND POINT,0.43,2,5
1,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,9,360,0,SAINT VENANT CHARLES RUE,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,1,78,0,BUISSON RUE DU,0.43,2,5
3,Normale,Nuit sans éclairage public,2,0,0,1,1,1,155,0,JAURES JEAN RUE    N°101 AU 263,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,,0,LAGUESSE RUE PROFESSEUR,0.43,2,5
2,Pluie légère,Plein jour,1,0,0,1,1,9,,0,OUEST BOULEVARD DE L,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,FOCH RUE DU MARECHAL,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,CHURCHILL WINSTON AVENUE,0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,43,0,SAINT AMAND RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,TOURNAI BOULEVARD DE,0.43,2,5
7,Pluie forte,Plein jour,1,0,0,1,0,0,,0,ROUTE DEPARTEMENTALE 656,0.43,1,3
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,,,,,0.43,2,1
3,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,9,,0,REPUBLIQUE AV DE LA ( N°501-825),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,MEUREIN RUE N° 80 A FIN-91 A FIN,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,0,0,0,1,1,9,0,0,VALERY (RUE PAUL),0.43,2,5
7,Pluie forte,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 351,0.43,1,3
6,Autre,Plein jour,1,0,0,1,1,1,136,0,DRAGON (RUE DU),0.43,2,5
4,Normale,Plein jour,1,0,0,1,2,,,,,0.43,3,1
3,Normale,Nuit avec éclairage public allumé,0,0,0,1,1,9,0,0,SAINT JOSEPH RUE,0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,0,,0,AUTOROUTE A1,0.43,2,3
3,Normale,Plein jour,1,0,0,1,1,9,,0,REBOUX FLAMENT RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,51,0,LIBERTE BVD N°2 A 90-51 A 145,0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,1,65,0,NATIONALE RUE N°2 A 178B-1 A 171,0.43,2,5
7,Pluie forte,Crépuscule ou aube,1,0,0,1,0,0,,0,AUTOROUTE A22,0.43,1,3
6,Neige - grêle,Plein jour,1,0,0,1,2,1,52,0,CANTERAINE RUE DE LA,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,1,1,0,FAUBOURG DES POSTES RUE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,3,1,1,0,JOUHAUX LEON AVENUE N°  RESTE,0.43,4,5
6,Normale,Plein jour,1,0,0,1,0,1,155,0,CARNOT RUE,0.43,1,5
3,Temps couvert,Nuit avec éclairage public allumé,1,0,0,1,1,1,78,0,POINCARE RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,35,0,JUSTICE RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,7,0,AGACHE EDOUARD RUE,0.43,2,5
6,Temps éblouissant,Plein jour,1,0,0,1,1,1,0,0,D.952,0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,0,,0,ROUTE DEPARTEMENTALE 656,0.43,3,3
6,Normale,Plein jour,1,0,0,1,1,1,150,0,JAURES JEAN AVENUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,18,0,MEUREIN RUE N°   RESTE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,202,0,JAURES JEAN RUE DU 130 AU 252,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,23,0,BOUCHERY HENRI RUE,0.43,2,5
6,Normale,Plein jour,0,0,0,1,2,1,0,0,APPERT NICOLAS RUE,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,MOCQUET GUY RUE,0.43,2,5
7,Pluie légère,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A1,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,2,1,0,VERDUN (AVENUE DE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,YPRES RUE D,0.43,2,5
7,Pluie légère,Crépuscule ou aube,1,0,0,1,0,0,,0,ROUTE DEPARTEMENTALE 652,0.43,1,3
3,Normale,Nuit avec éclairage public allumé,5,0,0,1,1,1,45,0,SAINT AMAND RUE,0.43,2,5
2,Normale,Crépuscule ou aube,1,0,0,1,2,0,,0,ROUTE DEPARTYEMENTALE 656,0.43,3,3
3,Normale,Plein jour,1,0,0,1,1,9,,0,LAMARTINE MAIIL,0.43,2,5
3,Pluie légère,Plein jour,1,0,0,1,1,9,0,0,CONSTANT LOUIS RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,126,0,YPRES RUE D,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,246,0,LILLE RUE DE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,1,0,YPRES RUE PORTE D,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,JAURES JEAN RUE    N°101 AU 263,0.43,2,5
3,Normale,Plein jour,1,0,0,1,0,2,1,0,STRASBOURG (BOULEVARD DE),0.43,1,5
6,Normale,Nuit avec éclairage public allumé,3,0,0,1,0,2,1,0,VERDUN (AVENUE DE),0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,GARE (RUE DE LA),0.43,2,5
3,Normale,Plein jour,5,0,0,1,1,2,1,0,GRAND COTTIGNIES (AVENUE DU),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,PARIS RUE N° RESTE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,50,0,BLUM LEON RUE,0.43,2,5
6,Pluie légère,Crépuscule ou aube,1,0,0,1,0,1,980,0,REPUBLIQUE AV DE LA (N°930-1002),0.43,1,5
1,Pluie légère,Plein jour,1,0,0,1,1,2,1,0,FLANDRE (AVENUE DE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,34,0,JAURES (RUE JEAN ),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,0,,0,RD 651,0.43,2,3
6,Normale,Plein jour,1,0,0,1,1,9,,0,NATIONALE RUE N°2 A 178B-1 A 171,0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,0,1,113,0,DE GAULLE RUE DU GENERAL,0.43,1,5
3,Normale,Plein jour,1,0,0,1,2,9,,0,SCHUMAN ROBERT AVENUE,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,ABELARD RUE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,1,1,2354,0,RESISTANTS (RUE DES ),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,134,0,JOFFRE RUE DU MARECHAL  N°PAIR,0.43,2,5
6,Temps couvert,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,GROULOIS GABRIELLE RUE,0.43,2,5
1,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,2649,0,LIS (RUE RAYMOND ),0.43,2,5
3,Normale,Plein jour,0,0,0,1,2,1,3657,0,PAVE FRUIT (RUE DU),0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,LECLERCQ AVENUE DU GENERAL.,0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,ISLY RUE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,1,1,0,0,ENCHEMONT BOULEVARD DU BOIS D,0.43,2,5
7,Normale,Plein jour,1,0,0,1,3,1,336,0,FAUBOURG D'ARRAS RUE,0.43,4,5
3,Normale,Plein jour,1,0,0,1,2,9,0,0,GAMBETTA LEON RUE,0.43,3,5
2,Normale,Plein jour,1,0,0,1,1,2,1,0,PHILIPPOT (RUE GEORGES),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,,0,REPUBLIQUE (PLACE DE LA),0.43,2,5
4,Normale,Plein jour,1,0,0,1,2,2,,0,PARIS (RUE DE),0.43,3,5
3,Pluie légère,Nuit avec éclairage public allumé,0,0,0,1,1,2,,0,CROIX (RUE DE),0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,241,0,Route Nationale - R.D 933,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,41,0,DOUAI RUE,0.43,1,5
3,Normale,Crépuscule ou aube,1,0,0,1,1,2,1,0,FRANCE (AVENUE ANATOLE),0.43,2,5
5,Pluie légère,Crépuscule ou aube,1,0,0,1,2,2,1,0,LIBERTE (PLACE DE LA),0.43,3,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,2,1,0,GUESDE (RUE JULES),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,2,1,65,0,LOUIS XIV BOULEVARD,10.8,3,5
6,Temps couvert,Plein jour,1,0,1,0,1,1,76,0,FAIDHERBE RUE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,LACROIX (RUE BOULEVARD),10.8,2,5
2,Normale,Plein jour,1,0,1,0,1,2,1,0,MENDES FRANCE (BOULEVARD PIERRE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,COUBRONNE (RUE DU DOCTEUR),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,ECOLES (RUE DES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,CD 700,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,0,,0,AUTOROUTE A1,10.8,2,3
6,Normale,Nuit sans éclairage public,0,0,1,0,1,1,41,0,LILLE ROUTE DE,10.8,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,NATIONS UNIES (AVENUE DES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,COLLEGE (RUE DU),10.8,2,5
2,Pluie légère,Nuit sans éclairage public,1,0,1,0,1,1,1,0,CIT,10.8,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,LECONTE BAILLON (RUE),10.8,2,5
3,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,DE GAULLE (BOULEVARD DU GENERAL),10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,EUROPE (RUE DE L'),10.8,1,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,MOTTE (AVENUE ALFRED),10.8,2,5
2,Normale,Nuit avec éclairage public allumé,3,0,1,0,1,9,0,0,GAULLE (AVENUE DU GENERAL DE),10.8,2,5
7,Normale,Nuit avec éclairage public allumé,3,0,1,0,0,1,45784,0,CROIX DU BAC (RUE DE LA ),10.8,1,5
2,Normale,Plein jour,1,0,1,0,1,2,1,0,MARCQ EN BAROEUL (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,GAND (QUAI DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,SAPIN VERT (RUE DU),10.8,2,5
3,Normale,Plein jour,0,0,1,0,1,2,1,0,NATIONS UNIES (AVENUE DES),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,9,0,0,VICTOIRE (RUE DE LA),10.8,2,5
2,Normale,Plein jour,1,0,1,0,1,9,0,0,GAND (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,33,0,GUESDE JULES RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,,0,LECLERCQ JULES BVD DU PROF.,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,MOUVAUX (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,BEAUREPAIRE (BOULEVARD),10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,DEPORTES (RUE DES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,0,0,PIATS (RUE DES),10.8,2,5
7,Normale,Plein jour,1,0,1,0,0,9,0,0,GUESDE JULES RUE,10.8,1,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,9,0,0,SASSELANGE (RUE EDOUARD),10.8,2,5
3,Normale,Nuit sans éclairage public,0,0,1,0,1,2,,0,SIMONO (RUE MAURICE),10.8,2,5
6,Autre,Nuit avec éclairage public allumé,1,0,1,1,0,1,154516,0,HOUCKE (AVENUE JULES),11.23,2,5
6,Pluie légère,Nuit sans éclairage public,4,0,1,1,1,1,210,0,VERTE (RUE),11.23,3,5
3,Normale,Plein jour,0,0,1,1,1,1,91,0,WATT (CHAUSSEE),11.23,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,1,2,1,10,0,LECLERC RUE DU GENERAL,11.23,4,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A1,0.43,2,3
3,Normale,Plein jour,1,0,0,1,1,1,156,0,MOLINEL RUE N°PAIRS,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,0,1,0,0,ARRAS ROUTE D     N°IMPAIR,0.43,1,5
5,Pluie légère,Nuit sans éclairage public,1,0,2,0,1,,,,,21.6,3,3
7,Normale,Plein jour,1,0,2,0,0,2,1,0,MOULIN (RUE JEAN),21.6,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,2,0,1,2,1,0,GARE (RUE DE LA),21.6,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,2,0,1,9,0,0,FAUBOURG DE BETHUNE RUE,21.6,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,2,0,0,2,1,0,VALLON (RUE),21.6,2,5
1,Normale,Nuit avec éclairage public allumé,1,0,2,0,1,2,1,0,FRANCE (RUE DE),21.6,3,5
6,Normale,Plein jour,1,0,2,0,1,2,1,0,EPEULE  (RUE DE L'),21.6,3,5
3,Pluie légère,Plein jour,1,0,2,0,1,2,1,0,MONGE (RUE),21.6,3,5
6,Pluie forte,Plein jour,1,0,2,0,3,0,,0,AUTOROUTE A1,21.6,5,3
6,Temps couvert,Plein jour,4,2,0,0,0,,,,,200.0,2,3
5,Pluie légère,Plein jour,1,0,1,2,1,9,48,0,ROUTE DEPARTEMENTALE 945,11.66,4,5
6,Normale,Plein jour,1,1,0,1,0,9,0,0,LILLE (RUE DE),100.43,2,5
6,Pluie forte,Plein jour,1,1,1,0,2,9,,0,DE GAULLE RUE DU GENERAL,110.8,4,5
4,Normale,Plein jour,1,0,3,0,0,2,1,0,CAMBRAI (BOULEVARD DE),32.4,3,5
4,Normale,Plein jour,1,0,3,0,2,0,,0,AUTOROUTE A25,32.4,5,3
2,Normale,Plein jour,1,0,3,0,0,2,1,0,MOLINEL (RUE DU),32.4,3,5
1,Pluie légère,Plein jour,1,0,3,0,1,1,81,0,LEBAS (RUE JEAN BAPTISTE),32.4,4,5
6,Normale,Nuit avec éclairage public allumé,1,1,0,0,2,1,35,0,FAUBOURG DES POSTES RUE,100.0,3,5
6,Pluie légère,Crépuscule ou aube,3,1,0,0,0,9,0,0,LORRAINE BOULEVARD,100.0,1,5
7,Normale,Plein jour,0,1,0,0,0,2,,0,HESPEL (RUE RENE D')2A4-1A35,100.0,1,5
7,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,ROUTE NATIONALE 656,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,9,0,0,VAGUE RUE DE LA,0.43,2,5
6,Normale,Plein jour,0,0,0,1,1,2,,0,GLAIEULS (RUE),0.43,2,5
6,Autre,Plein jour,1,0,0,1,0,1,2157,0,DEPORTES (RUE DES),0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,91,0,NATIONALE RUE N°2 A 178B-1 A 171,0.43,2,5
3,Normale,Plein jour,1,0,0,1,0,1,1,0,CARREL ARMAND RUE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,48,0,DUCHATEAU CITE (RUE DE L'EGLISE),0.43,2,5
2,Normale,Plein jour,1,0,0,1,2,1,263,0,DE GAULLE RUE DU GENERAL,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,SAINT JOSEPH RUE,0.43,2,5
5,Normale,Plein jour,1,0,0,1,2,1,336,0,DE GAULLE RUE DU GENERAL,0.43,3,5
3,Pluie légère,Plein jour,1,0,0,1,1,9,0,0,Rocade Nord Ouest (sortie),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,DUNKERQUE AVENUE,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,166,0,MONTEBELLO BD PAIRS DE 78 A 196,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,CHURCHILL WINSTON RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,30,0,CLEMENCEAU BLVD (N?2-138),0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,1,0,0,DUMON D'URVILLE RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,,0,VOLTAIRE (RUE),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,ROUTE NATIONALE 356,0.43,1,3
2,Normale,Crépuscule ou aube,1,0,0,1,0,2,1,0,MARNE (AVENUE DE LA),0.43,1,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,1,,0,CLEMENCEAU BLVD (N°168-294),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,4,0,BELFORT BOULEVARD DE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,109,0,GAMBETTA LEON RUE,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 356,0.43,2,3
2,Normale,Plein jour,1,0,0,1,2,1,210,0,MENIN RUE DE,0.43,3,5
7,Normale,Crépuscule ou aube,1,0,0,1,1,9,0,0,HALLUIN (BOULEVARD D'),0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,9,0,0,SAINT MAUR AVENUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,167,0,PIATS (RUE DES),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,LEGRAND PIERRE RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,DRAGON (RUE DU),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,0,,0,AUTOROUTE A23,0.43,2,3
3,Normale,Plein jour,1,0,0,1,0,2,1,0,FLANDRE (AVENUE DE),0.43,1,5
6,Normale,Plein jour,1,0,0,1,0,1,0,0,CREATIVITE ALLEE DE LA,0.43,1,5
2,Normale,Plein jour,1,0,0,1,2,0,,0,ROUTE NATIONALE 227,0.43,3,3
7,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
3,Pluie légère,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A1,0.43,3,3
3,Normale,Crépuscule ou aube,1,0,0,1,1,1,1,0,AVELIN ROUTE D,0.43,2,5
6,Brouillard - fumée,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
3,Normale,Plein jour,0,0,0,1,1,,,,,0.43,2,3
2,Normale,Plein jour,1,0,0,1,1,,,,,0.43,2,3
2,Normale,Plein jour,1,0,0,1,1,9,0,0,STRATEGIQUE PAVE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,2,0,MOTTEZ FREDERIC RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,,,,,0.43,1,3
7,Normale,Plein jour,0,0,0,1,0,,,,,0.43,1,3
5,Pluie légère,Plein jour,1,0,0,1,2,1,1,0,VAUBAN BOULEVARD N° RESTE,0.43,3,5
6,Normale,Plein jour,1,0,0,1,0,9,0,0,ROTONDE AVENUE DE LA,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,775,0,DUNKERQUE AVENUE,0.43,2,5
5,Normale,Plein jour,1,0,0,1,4,1,18,0,CLEMENCEAU BLVD (N°2-138),0.43,5,5
6,Normale,Plein jour,1,0,0,1,2,1,49,0,LOUIS XIV BOULEVARD,0.43,3,5
7,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 352,0.43,2,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,,0,NATIONALE RUE N°RESTE IMPAIRS,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,25,0,JAURES JEAN RUE,0.43,2,5
